BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY
12/31/2023,CHINA-WAREHOUSE,MAT-0004,V2541A,2975,KG,31595,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0004,V9606A,1475,KG,15665,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0004,V6032A,51000,KG,541620,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0004,V7115A,25450,KG,270279,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0320,M7894A,16500,KG,75240,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0321,R2954A,138800,KG,1020180,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0321,S8453A,775,KG,5696,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0321,S9604A,850,KG,6248,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0321,S2763A,57625,KG,423544,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0382,S6463A,50,KG,368,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0382,S7794A,0,KG,178789,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0382,S9368A,406675,KG,2989061,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0382,S1745A,900,KG,6615,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0382,S9467A,251575,KG,1849076,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0382,S5257A,221325,KG,1626739,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0382,S9812A,395900,KG,2909865,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0382,S5223A,269350,KG,1979723,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0053,R9300A,1300,KG,9867,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0053,S8578A,1375,KG,10436,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0264,S7455A,108225,KG,821428,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0264,S6456A,445250,KG,3379448,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0264,S5757A,130575,KG,991064,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0097,E5502A,800,KG,6072,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0097,E5352A,147075,KG,1116299,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0265,E7628A,1250,KG,9488,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0265,E7511A,2750,KG,20873,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0265,E2564A,0,KG,353315,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0265,E1798A,0,KG,249521,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0265,E5228A,0,KG,125235,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0266,E1274A,500,KG,3795,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0266,E5970A,9625,KG,73054,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0316,E2694A,0,KG,1139,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0316,E5167A,0,KG,9677,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0316,E2205A,0,KG,486329,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0316,E5537A,1000,KG,7590,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0316,E7981A,1300,KG,9867,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0316,E3713A,1375,KG,10436,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0316,E8965A,137425,KG,1043056,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0101,E5517A,173100,KG,1313829,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0153,E3128A,0,KG,9867,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0153,E4127A,0,KG,1395042,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0153,E9851A,0,KG,1126546,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0153,E1878A,2150,KG,16319,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0153,E9166A,1275,KG,9677,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0153,E2436A,21975,KG,166790,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0322,E8696A,775,KG,5882,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0322,E2050A,1275,KG,9677,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0322,E1699A,1125,KG,9677,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0383,M9989B,0,KG,1650,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0383,M9652A,0,KG,17875,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0383,M8170A,0,KG,16225,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0383,M5350A,0,KG,14025,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0383,M7382A,0,KG,12375,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0148,M3040C,2175,KG,8765,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0148,M3886B,6875,KG,27706,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0148,M5555C,28825,KG,116165,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0148,M4427A,87900,KG,354237,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0148,M4285B,16475,KG,66394,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0148,M6564A,28875,KG,116366,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0148,M5463B,65900,KG,265577,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0148,M6310A,45375,KG,182861,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0154,M4759B,1250,KG,413,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0154,M8847A,1325,KG,437,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0154,M8280B,750,KG,248,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0154,M3594A,1175,KG,388,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0154,M7223B,34325,KG,11327,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0154,M2220A,90675,KG,29923,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0154,M6329B,8250,KG,2723,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0384,S7091A,24750,KG,181913,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0054,M7882B,0,KG,413655,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0378,M6884C,1200,KG,3360,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0378,M4681A,5500,KG,15400,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0378,M5033B,82425,KG,230790,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0155,SCRAP,175,KG,298,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0149,N5854A,0,KG,32226,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0002,N9650A,1175,KG,8918,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0267,N5963A,9400,KG,71346,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0415,N3813A,1275,KG,9677,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0415,N4780A,114850,KG,871712,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0415,N4804A,486325,KG,3691207,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0415,N3272A,255550,KG,1939625,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0415,N1438A,24750,KG,187853,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,M5851A,75,KG,569,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N5558A,650,KG,4934,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N3631A,1250,KG,9488,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N8164A,0,KG,5693,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N6530A,0,KG,6641,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N9204A,0,KG,1144952,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N5502A,6775,KG,51422,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N7663A,1250,KG,9488,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N6455A,16475,KG,125045,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N4912A,1350,KG,10247,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N9407A,1325,KG,10057,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N4387A,1275,KG,9677,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N7952A,123675,KG,938693,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0156,N7602A,13650,KG,103604,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0005,L7966A,25,KG,178,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0379,E7326A,925,KG,2701,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0379,E9728A,1200,KG,3504,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0379,E4510A,83750,KG,244550,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0379,E9973A,0,KG,26645,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0351,4842B,6825,KG,25526,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0385,M2584B,650,KG,4394,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0150,P5297A,975,KG,3861,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0150,P9201A,101925,KG,403623,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0150,P1963A,153000,KG,605880,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0268,P2678A,75,KG,1299,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0268,P6306A,1275,KG,9461,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0268,P8431A,118500,KG,879270,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0268,P6923A,13500,KG,100170,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0268,P1957A,254850,KG,1891729,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0268,P5011A,22500,KG,166950,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0006,P6244A,3850,KG,29222,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0276,5252A8860,49400,KG,100776,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0276,1576A9952,4125,KG,8415,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,5595A7743,1250,KG,2613,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,1057A3828,1375,KG,2874,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,8096A8907,1325,KG,2769,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,9686A6731,1025,KG,2142,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,2495A6397,1350,KG,2822,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,7257A2196,1325,KG,2769,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,1516A3574,1325,KG,2769,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,5591A3159,1250,KG,2613,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,8854A9016,1325,KG,2769,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,3919A6300,1325,KG,2769,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,2005A4262,6825,KG,14264,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,2276A1150,1350,KG,2822,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,8617A1424,1350,KG,2822,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,9926A2134,2750,KG,5748,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,9687A9910,57675,KG,120541,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,7553A2383,22000,KG,45980,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,6811A5696,86550,KG,180890,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0386,9533A2024,39875,KG,83339,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0380,4607A1326,725,KG,1515,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0380,4170A6898,12375,KG,25864,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0380,6224A3478,74150,KG,154974,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0380,7232A1786,41250,KG,86213,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0380,8843A3640,15125,KG,31611,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0380,3207A6610,16500,KG,34485,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0380,2593A2216,70075,KG,146457,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0380,2045A2314,24750,KG,51728,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,9307A3844,0,KG,25218,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,2340A3046,0,KG,115215,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,3352A8529,1175,KG,3079,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,2136A3715,38500,KG,100870,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,9782A3702,49500,KG,129690,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,8232A8755,11000,KG,28820,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,8441A6028,13750,KG,36025,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,3111A2026,13750,KG,36025,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,3103A5393,87825,KG,230102,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,8879A8820,21950,KG,57509,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,7543A6859,9625,KG,25218,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,8943A7033,65925,KG,172724,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,3068A4991,89275,KG,233901,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,8800A2884,68650,KG,179863,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,7455A5543,9625,KG,25218,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,1943A3039,13725,KG,35960,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,1924A5267,75525,KG,197876,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,2697A1882,52175,KG,136699,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0055,9047A7243,42575,KG,111547,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0202,1636A5119,8250,KG,16418,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0202,2088A8246,1300,KG,2587,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0202,3103A9292,83875,KG,166911,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0202,8540A7532,15050,KG,29950,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0202,8000A2879,17875,KG,106714,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0202,3473A5299,1300,KG,19005,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0007,6711A4739,30250,KG,63223,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0007,7032A1944,81050,KG,169395,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0007,3770A5786,4125,KG,8621,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0007,2203A7720,2300,KG,4807,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0317,R2819A,1000,KG,7350,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0317,R7052A,175900,KG,1292865,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0317,S4433A,25,KG,184,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0277,S3693A,51925,KG,234182,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P5994A,525,KG,3707,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P3613A,1100,KG,7766,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P3281A,1400,KG,9884,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P6535A,1100,KG,7766,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P7395A,1350,KG,10237,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P4366A,1450,KG,10237,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P4713A,1300,KG,9884,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P5026A,1425,KG,10061,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P9706A,1325,KG,10061,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P4196A,1450,KG,10237,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P9069A,159000,KG,1122540,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0323,P7500A,51000,KG,360060,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0083,E2405A,525,KG,3985,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0083,E6401A,9450,KG,71726,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0056,4157A,0,KG,26501,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0056,5065A,625,KG,3469,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0056,8429A,24600,KG,136530,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0056,8173A,1300,KG,7215,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0387,6043B,1950,KG,7293,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0387,6175B,18850,KG,70499,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0206,V2667A,750,KG,12150,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0206,V3568A,1050,KG,17010,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0206,V4935A,1025,KG,16605,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0206,V6782A,179775,KG,2912355,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0206,V6548A,74800,KG,1211760,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0206,V2597A,149875,KG,2427975,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0206,V5899A,19925,KG,322785,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0206,V4428A,204700,KG,3316140,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0206,V9230A,189900,KG,3076380,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0206,V2842A,17375,KG,281475,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0324,V6353A,1075,KG,14599,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0324,V7662A,1225,KG,16636,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0324,V8530A,1200,KG,16296,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0324,V7598A,43625,KG,592428,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0324,V6452A,127275,KG,1728395,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0324,V7863A,186100,KG,2527238,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0324,V5307A,203550,KG,2764209,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0203,7652A,4125,KG,11014,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0203,3263A,1375,KG,3671,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0278,3409A,11325,KG,32050,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0278,5611A,21800,KG,61694,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0278,8185A,0,KG,18112,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0278,3409A,0,KG,93107,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0084,R6946A,134550,KG,578565,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0084,S9394A,0,KG,532125,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0084,S2896A,296975,KG,1276993,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0318,R3471A,250,KG,1075,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0318,R9214A,1300,KG,5590,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0318,S2436A,75,KG,323,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0318,S8861A,247375,KG,1063713,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0318,S2229A,52250,KG,224675,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0318,S2529A,96250,KG,413875,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0269,M1594B,20625,KG,44756,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0269,M3319B,24750,KG,53708,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0337,P1941A,1000,KG,7590,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0325,E6887A,0,KG,5863,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0325,E9454A,240400,KG,1084204,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0325,E2304A,148450,KG,669510,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0325,E2801A,148500,KG,669735,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0325,E9560A,148450,KG,669510,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0325,E7161A,0,KG,221779,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0416,E2278A,23225,KG,105906,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0416,E4145A,75550,KG,344508,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0416,E5306A,189575,KG,920892,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0416,E5995A,296775,KG,1353294,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0326,M2076A,11000,KG,30140,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0326,M5140B,0,KG,59390,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0326,M1036A,42525,KG,116519,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0326,M7075B,1600,KG,5275,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0326,M9936A,54925,KG,150495,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0014,SCRAP,25,KG,67,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0151,R4687A,9025,KG,40703,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0151,R9913A,148450,KG,669510,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0151,S9301A,50,KG,226,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0428,R7762A,241875,KG,1090856,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,R1353A,63200,KG,285032,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,R7302A,422125,KG,1903784,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,R8859A,38450,KG,247825,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,R6289A,575600,KG,2595956,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,R4544A,367025,KG,1655283,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,S4665B,0,KG,31006,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,S9833A,145700,KG,657107,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,S4758A,148500,KG,779892,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,S7448A,900,KG,1349279,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,S4916A,950,KG,339152,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,S7159A,0,KG,111623,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,S3806A,0,KG,97980,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,S1422A,0,KG,248163,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0015,S2743A,0,KG,111397,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0249,2238I6028PCA,1150,KG,7475,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0249,8224K5575PAE,11000,KG,71500,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0249,7225K3515PAF,13750,KG,89375,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0279,SCRAP,923,KG,3146,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0294,SCRAP,1300,KG,3731,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M1275A,15125,KG,56568,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M7975A,20625,KG,77138,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M8079B,36375,KG,136043,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M5973A,38125,KG,142588,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M6262B,31575,KG,118091,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M6379B,4125,KG,15428,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M9336A,24750,KG,92565,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M4807B,63250,KG,236555,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M4250A,20575,KG,76951,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M5685B,27500,KG,102850,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M7282A,20625,KG,77138,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0327,M8181A,28875,KG,107993,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0356,M3811C,350,KG,1309,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0356,M7409A,6875,KG,25713,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0328,V7388A,775,KG,7301,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0328,V4011A,1425,KG,13424,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0328,V3563A,1450,KG,13659,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0328,V3418A,1450,KG,13659,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0328,V6002A,254825,KG,2400452,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V8714A,1425,KG,13595,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V7805A,1325,KG,12641,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V6582A,1225,KG,11687,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V6264A,650,KG,6201,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V3256A,1275,KG,12164,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V2647A,1450,KG,13833,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V1131A,1425,KG,13595,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V2874A,1475,KG,14072,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0270,V2994A,124450,KG,1187253,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0111,4986A6798,70125,KG,419348,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0111,8485A8875,8250,KG,49335,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0111,4116A1972,88000,KG,526240,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0111,2314A1116,12375,KG,74003,CNY
12/31/2023,CHINA-WAREHOUSE,MAT-0111,5737A3960,2750,KG,16445,CNY
